Crop_Recommended,Soil_Health_Score,Soil_Health_Class,Nutrient_Deficiencies,Soil_Fertility_Status,Crop_Recommended_enc,Soil_Health_Class_enc,Nutrient_Deficiencies_enc,Soil_Fertility_Status_enc
Groundnut,59.02,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Jute,84.45,Excellent,Phosphorus,Moderately Fertile,2,0,5,2
Rice,91.33,Excellent,Potassium,Moderately Fertile,5,0,7,2
Soybean,83.68,Excellent,None,Fertile,6,0,4,0
Rice,85.25,Excellent,None,Fertile,5,0,4,0
Maize,66.97,Good,Nitrogen,Moderately Fertile,3,1,0,2
Soybean,65.22,Good,"Nitrogen, Potassium",Infertile,6,1,3,1
Sugarcane,80.46,Excellent,None,Fertile,7,0,4,0
Jute,62.14,Good,"Nitrogen, Potassium",Infertile,2,1,3,1
Cotton,76.99,Good,None,Fertile,0,1,4,0
Maize,61.37,Good,"Nitrogen, Phosphorus",Infertile,3,1,1,1
Soybean,81.6,Excellent,"Phosphorus, Potassium",Infertile,6,0,6,1
Rice,75.92,Good,None,Fertile,5,1,4,0
Rice,77.96,Good,Potassium,Moderately Fertile,5,1,7,2
Rice,76.92,Good,Phosphorus,Moderately Fertile,5,1,5,2
Wheat,80.79,Excellent,Nitrogen,Moderately Fertile,9,0,0,2
Maize,70.94,Good,"Nitrogen, Potassium",Infertile,3,1,3,1
Sugarcane,77.09,Good,Potassium,Moderately Fertile,7,1,7,2
Rice,76.27,Good,None,Fertile,5,1,4,0
Jute,93.4,Excellent,None,Fertile,2,0,4,0
Potato,63.58,Good,Nitrogen,Moderately Fertile,4,1,0,2
Soybean,66.94,Good,Phosphorus,Moderately Fertile,6,1,5,2
Soybean,70.44,Good,Potassium,Moderately Fertile,6,1,7,2
Groundnut,79.39,Good,Potassium,Moderately Fertile,1,1,7,2
Potato,56.25,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Cotton,62.13,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Rice,73.34,Good,Nitrogen,Moderately Fertile,5,1,0,2
Sugarcane,89.0,Excellent,None,Fertile,7,0,4,0
Wheat,73.79,Good,Potassium,Moderately Fertile,9,1,7,2
Rice,89.83,Excellent,None,Fertile,5,0,4,0
Sugarcane,71.43,Good,"Nitrogen, Phosphorus",Infertile,7,1,1,1
Sugarcane,91.34,Excellent,None,Fertile,7,0,4,0
Tomato,68.97,Good,"Phosphorus, Potassium",Infertile,8,1,6,1
Cotton,82.21,Excellent,Nitrogen,Moderately Fertile,0,0,0,2
Jute,83.78,Excellent,None,Fertile,2,0,4,0
Soybean,81.36,Excellent,Potassium,Moderately Fertile,6,0,7,2
Cotton,77.69,Good,Phosphorus,Moderately Fertile,0,1,5,2
Tomato,56.28,Moderate,"Nitrogen, Potassium",Infertile,8,2,3,1
Rice,62.67,Good,Nitrogen,Moderately Fertile,5,1,0,2
Jute,84.05,Excellent,None,Fertile,2,0,4,0
Jute,78.34,Good,Nitrogen,Moderately Fertile,2,1,0,2
Jute,91.12,Excellent,None,Fertile,2,0,4,0
Sugarcane,75.13,Good,Potassium,Moderately Fertile,7,1,7,2
Jute,85.03,Excellent,None,Fertile,2,0,4,0
Rice,80.1,Excellent,None,Fertile,5,0,4,0
Cotton,81.51,Excellent,None,Fertile,0,0,4,0
Maize,63.0,Good,"Nitrogen, Potassium",Infertile,3,1,3,1
Potato,60.91,Good,"Nitrogen, Phosphorus",Infertile,4,1,1,1
Potato,78.93,Good,None,Fertile,4,1,4,0
Wheat,82.15,Excellent,Potassium,Moderately Fertile,9,0,7,2
Rice,88.64,Excellent,Potassium,Moderately Fertile,5,0,7,2
Jute,69.93,Good,"Nitrogen, Potassium",Infertile,2,1,3,1
Groundnut,71.74,Good,Nitrogen,Moderately Fertile,1,1,0,2
Rice,82.56,Excellent,Phosphorus,Moderately Fertile,5,0,5,2
Potato,83.09,Excellent,Potassium,Moderately Fertile,4,0,7,2
Tomato,82.72,Excellent,None,Fertile,8,0,4,0
Sugarcane,78.58,Good,Phosphorus,Moderately Fertile,7,1,5,2
Rice,82.33,Excellent,None,Fertile,5,0,4,0
Sugarcane,82.49,Excellent,None,Fertile,7,0,4,0
Groundnut,86.55,Excellent,None,Fertile,1,0,4,0
Jute,79.29,Good,None,Fertile,2,1,4,0
Rice,89.02,Excellent,None,Fertile,5,0,4,0
Potato,87.0,Excellent,None,Fertile,4,0,4,0
Maize,89.03,Excellent,None,Fertile,3,0,4,0
Maize,71.43,Good,Nitrogen,Moderately Fertile,3,1,0,2
Sugarcane,79.29,Good,"Nitrogen, Potassium",Infertile,7,1,3,1
Jute,59.2,Moderate,"Phosphorus, Potassium",Infertile,2,2,6,1
Jute,61.19,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Sugarcane,75.94,Good,Potassium,Moderately Fertile,7,1,7,2
Groundnut,64.36,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Cotton,80.98,Excellent,Nitrogen,Moderately Fertile,0,0,0,2
Groundnut,91.74,Excellent,None,Fertile,1,0,4,0
Maize,81.34,Excellent,None,Fertile,3,0,4,0
Wheat,82.49,Excellent,Nitrogen,Moderately Fertile,9,0,0,2
Wheat,83.6,Excellent,None,Fertile,9,0,4,0
Maize,72.32,Good,Potassium,Moderately Fertile,3,1,7,2
Potato,86.27,Excellent,None,Fertile,4,0,4,0
Jute,92.23,Excellent,None,Fertile,2,0,4,0
Cotton,86.65,Excellent,Potassium,Moderately Fertile,0,0,7,2
Soybean,76.34,Good,Potassium,Moderately Fertile,6,1,7,2
Potato,72.1,Good,Nitrogen,Moderately Fertile,4,1,0,2
Tomato,71.15,Good,Potassium,Moderately Fertile,8,1,7,2
Cotton,79.83,Good,Phosphorus,Moderately Fertile,0,1,5,2
Potato,60.38,Good,"Phosphorus, Potassium",Infertile,4,1,6,1
Soybean,90.5,Excellent,None,Fertile,6,0,4,0
Cotton,74.1,Good,Phosphorus,Moderately Fertile,0,1,5,2
Soybean,77.03,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Maize,72.54,Good,Nitrogen,Moderately Fertile,3,1,0,2
Rice,79.7,Good,None,Fertile,5,1,4,0
Rice,83.09,Excellent,None,Fertile,5,0,4,0
Cotton,61.13,Good,"Nitrogen, Potassium",Infertile,0,1,3,1
Sugarcane,77.57,Good,Potassium,Moderately Fertile,7,1,7,2
Wheat,66.73,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Maize,78.4,Good,Phosphorus,Moderately Fertile,3,1,5,2
Potato,68.79,Good,"Nitrogen, Phosphorus",Infertile,4,1,1,1
Potato,66.61,Good,Potassium,Moderately Fertile,4,1,7,2
Groundnut,50.12,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,1,2,2,1
Cotton,82.04,Excellent,Potassium,Moderately Fertile,0,0,7,2
Cotton,81.58,Excellent,None,Fertile,0,0,4,0
Groundnut,64.62,Good,Nitrogen,Moderately Fertile,1,1,0,2
Sugarcane,72.12,Good,Phosphorus,Moderately Fertile,7,1,5,2
Groundnut,67.59,Good,Nitrogen,Moderately Fertile,1,1,0,2
Tomato,80.13,Excellent,Potassium,Moderately Fertile,8,0,7,2
Tomato,82.3,Excellent,None,Fertile,8,0,4,0
Tomato,75.87,Good,None,Fertile,8,1,4,0
Sugarcane,79.55,Good,None,Fertile,7,1,4,0
Jute,67.5,Good,"Nitrogen, Potassium",Infertile,2,1,3,1
Wheat,80.68,Excellent,"Phosphorus, Potassium",Infertile,9,0,6,1
Maize,81.26,Excellent,None,Fertile,3,0,4,0
Wheat,69.07,Good,Potassium,Moderately Fertile,9,1,7,2
Rice,67.93,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Soybean,69.07,Good,Phosphorus,Moderately Fertile,6,1,5,2
Potato,77.03,Good,None,Fertile,4,1,4,0
Wheat,85.45,Excellent,None,Fertile,9,0,4,0
Tomato,83.93,Excellent,None,Fertile,8,0,4,0
Maize,85.54,Excellent,None,Fertile,3,0,4,0
Tomato,60.96,Good,"Nitrogen, Phosphorus",Infertile,8,1,1,1
Rice,73.62,Good,Potassium,Moderately Fertile,5,1,7,2
Groundnut,59.11,Moderate,"Nitrogen, Phosphorus",Infertile,1,2,1,1
Maize,74.5,Good,Potassium,Moderately Fertile,3,1,7,2
Jute,88.99,Excellent,None,Fertile,2,0,4,0
Sugarcane,83.22,Excellent,Potassium,Moderately Fertile,7,0,7,2
Jute,91.55,Excellent,None,Fertile,2,0,4,0
Sugarcane,80.6,Excellent,None,Fertile,7,0,4,0
Sugarcane,69.81,Good,Potassium,Moderately Fertile,7,1,7,2
Potato,85.53,Excellent,None,Fertile,4,0,4,0
Rice,84.1,Excellent,Phosphorus,Moderately Fertile,5,0,5,2
Rice,79.83,Good,None,Fertile,5,1,4,0
Potato,72.08,Good,Potassium,Moderately Fertile,4,1,7,2
Sugarcane,91.59,Excellent,None,Fertile,7,0,4,0
Rice,66.04,Good,"Nitrogen, Phosphorus",Infertile,5,1,1,1
Potato,64.52,Good,Nitrogen,Moderately Fertile,4,1,0,2
Rice,73.84,Good,Potassium,Moderately Fertile,5,1,7,2
Maize,62.6,Good,"Nitrogen, Potassium",Infertile,3,1,3,1
Rice,73.47,Good,Phosphorus,Moderately Fertile,5,1,5,2
Jute,73.71,Good,Potassium,Moderately Fertile,2,1,7,2
Groundnut,58.71,Moderate,"Phosphorus, Potassium",Infertile,1,2,6,1
Wheat,78.07,Good,Phosphorus,Moderately Fertile,9,1,5,2
Tomato,58.86,Moderate,"Nitrogen, Potassium",Infertile,8,2,3,1
Rice,75.24,Good,Potassium,Moderately Fertile,5,1,7,2
Soybean,73.17,Good,Potassium,Moderately Fertile,6,1,7,2
Cotton,84.96,Excellent,None,Fertile,0,0,4,0
Sugarcane,63.93,Good,"Nitrogen, Phosphorus, Potassium",Infertile,7,1,2,1
Wheat,78.01,Good,Phosphorus,Moderately Fertile,9,1,5,2
Jute,77.08,Good,Phosphorus,Moderately Fertile,2,1,5,2
Wheat,81.04,Excellent,Potassium,Moderately Fertile,9,0,7,2
Jute,86.5,Excellent,None,Fertile,2,0,4,0
Rice,78.28,Good,Phosphorus,Moderately Fertile,5,1,5,2
Jute,77.45,Good,Potassium,Moderately Fertile,2,1,7,2
Cotton,79.56,Good,None,Fertile,0,1,4,0
Maize,67.5,Good,Potassium,Moderately Fertile,3,1,7,2
Wheat,74.37,Good,Potassium,Moderately Fertile,9,1,7,2
Sugarcane,89.46,Excellent,None,Fertile,7,0,4,0
Potato,70.42,Good,Potassium,Moderately Fertile,4,1,7,2
Rice,78.06,Good,None,Fertile,5,1,4,0
Soybean,79.7,Good,None,Fertile,6,1,4,0
Jute,77.46,Good,None,Fertile,2,1,4,0
Maize,79.34,Good,Nitrogen,Moderately Fertile,3,1,0,2
Cotton,78.28,Good,Potassium,Moderately Fertile,0,1,7,2
Sugarcane,72.59,Good,Phosphorus,Moderately Fertile,7,1,5,2
Sugarcane,85.5,Excellent,None,Fertile,7,0,4,0
Jute,64.04,Good,"Nitrogen, Phosphorus",Infertile,2,1,1,1
Maize,80.37,Excellent,Potassium,Moderately Fertile,3,0,7,2
Sugarcane,74.06,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Rice,89.48,Excellent,None,Fertile,5,0,4,0
Jute,66.11,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Wheat,89.64,Excellent,Potassium,Moderately Fertile,9,0,7,2
Rice,89.73,Excellent,None,Fertile,5,0,4,0
Soybean,76.19,Good,"Nitrogen, Potassium",Infertile,6,1,3,1
Tomato,70.17,Good,Potassium,Moderately Fertile,8,1,7,2
Sugarcane,81.07,Excellent,Potassium,Moderately Fertile,7,0,7,2
Tomato,88.81,Excellent,Phosphorus,Moderately Fertile,8,0,5,2
Jute,90.22,Excellent,None,Fertile,2,0,4,0
Potato,87.85,Excellent,None,Fertile,4,0,4,0
Rice,80.18,Excellent,None,Fertile,5,0,4,0
Tomato,77.96,Good,Potassium,Moderately Fertile,8,1,7,2
Tomato,78.79,Good,Potassium,Moderately Fertile,8,1,7,2
Jute,75.66,Good,None,Fertile,2,1,4,0
Soybean,79.82,Good,Potassium,Moderately Fertile,6,1,7,2
Groundnut,48.99625000000002,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,1,2,2,1
Maize,72.11,Good,"Nitrogen, Potassium",Infertile,3,1,3,1
Maize,81.09,Excellent,None,Fertile,3,0,4,0
Sugarcane,85.87,Excellent,None,Fertile,7,0,4,0
Potato,67.85,Good,"Nitrogen, Potassium",Infertile,4,1,3,1
Cotton,71.11,Good,Phosphorus,Moderately Fertile,0,1,5,2
Sugarcane,78.8,Good,Potassium,Moderately Fertile,7,1,7,2
Wheat,70.92,Good,Potassium,Moderately Fertile,9,1,7,2
Groundnut,70.7,Good,Nitrogen,Moderately Fertile,1,1,0,2
Soybean,80.69,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Maize,72.0,Good,Phosphorus,Moderately Fertile,3,1,5,2
Wheat,85.36,Excellent,Phosphorus,Moderately Fertile,9,0,5,2
Sugarcane,63.02,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Jute,65.18,Good,"Nitrogen, Potassium",Infertile,2,1,3,1
Potato,71.82,Good,None,Fertile,4,1,4,0
Wheat,85.1,Excellent,None,Fertile,9,0,4,0
Soybean,86.59,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Sugarcane,67.9,Good,Phosphorus,Moderately Fertile,7,1,5,2
Rice,87.43,Excellent,None,Fertile,5,0,4,0
Jute,54.9,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,2,2,2,1
Jute,68.76,Good,"Nitrogen, Phosphorus",Infertile,2,1,1,1
Wheat,74.57,Good,Phosphorus,Moderately Fertile,9,1,5,2
Wheat,67.69,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Rice,77.05,Good,Potassium,Moderately Fertile,5,1,7,2
Rice,76.0,Good,Potassium,Moderately Fertile,5,1,7,2
Maize,80.2,Excellent,None,Fertile,3,0,4,0
Wheat,74.26,Good,Nitrogen,Moderately Fertile,9,1,0,2
Sugarcane,84.87,Excellent,None,Fertile,7,0,4,0
Maize,79.38,Good,None,Fertile,3,1,4,0
Rice,70.79,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Tomato,66.01,Good,"Nitrogen, Potassium",Infertile,8,1,3,1
Groundnut,70.95,Good,Phosphorus,Moderately Fertile,1,1,5,2
Tomato,65.84,Good,Nitrogen,Moderately Fertile,8,1,0,2
Soybean,86.8,Excellent,None,Fertile,6,0,4,0
Soybean,87.34,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Wheat,80.44,Excellent,Potassium,Moderately Fertile,9,0,7,2
Groundnut,58.97,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Wheat,81.37,Excellent,Nitrogen,Moderately Fertile,9,0,0,2
Groundnut,83.12,Excellent,None,Fertile,1,0,4,0
Rice,64.48,Good,"Nitrogen, Potassium",Infertile,5,1,3,1
Soybean,75.78,Good,Phosphorus,Moderately Fertile,6,1,5,2
Wheat,80.98,Excellent,None,Fertile,9,0,4,0
Soybean,70.72,Good,Phosphorus,Moderately Fertile,6,1,5,2
Wheat,73.34,Good,Potassium,Moderately Fertile,9,1,7,2
Groundnut,88.6,Excellent,None,Fertile,1,0,4,0
Maize,78.31,Good,Phosphorus,Moderately Fertile,3,1,5,2
Rice,84.87,Excellent,None,Fertile,5,0,4,0
Potato,67.31,Good,"Phosphorus, Potassium",Infertile,4,1,6,1
Maize,83.8,Excellent,None,Fertile,3,0,4,0
Sugarcane,97.83,Excellent,None,Fertile,7,0,4,0
Cotton,67.82,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Cotton,85.24,Excellent,None,Fertile,0,0,4,0
Jute,72.42,Good,Potassium,Moderately Fertile,2,1,7,2
Maize,80.19,Excellent,None,Fertile,3,0,4,0
Groundnut,57.3,Moderate,"Nitrogen, Phosphorus",Infertile,1,2,1,1
Tomato,57.98,Moderate,"Nitrogen, Potassium",Infertile,8,2,3,1
Jute,76.34,Good,Potassium,Moderately Fertile,2,1,7,2
Groundnut,60.17,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Groundnut,58.97,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Jute,77.42,Good,Nitrogen,Moderately Fertile,2,1,0,2
Rice,78.6,Good,None,Fertile,5,1,4,0
Potato,66.17,Good,Potassium,Moderately Fertile,4,1,7,2
Cotton,48.99625000000002,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,0,2,2,1
Maize,78.13,Good,Potassium,Moderately Fertile,3,1,7,2
Soybean,82.37,Excellent,Potassium,Moderately Fertile,6,0,7,2
Wheat,85.02,Excellent,Potassium,Moderately Fertile,9,0,7,2
Potato,67.09,Good,Nitrogen,Moderately Fertile,4,1,0,2
Jute,67.9,Good,Potassium,Moderately Fertile,2,1,7,2
Rice,81.77,Excellent,None,Fertile,5,0,4,0
Tomato,86.28,Excellent,None,Fertile,8,0,4,0
Jute,82.34,Excellent,None,Fertile,2,0,4,0
Jute,73.22,Good,Potassium,Moderately Fertile,2,1,7,2
Rice,71.9,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Wheat,85.84,Excellent,Phosphorus,Moderately Fertile,9,0,5,2
Tomato,60.57,Good,"Phosphorus, Potassium",Infertile,8,1,6,1
Jute,88.04,Excellent,None,Fertile,2,0,4,0
Sugarcane,81.15,Excellent,None,Fertile,7,0,4,0
Wheat,80.92,Excellent,None,Fertile,9,0,4,0
Potato,73.08,Good,Potassium,Moderately Fertile,4,1,7,2
Rice,69.46,Good,"Nitrogen, Phosphorus",Infertile,5,1,1,1
Maize,69.14,Good,Phosphorus,Moderately Fertile,3,1,5,2
Tomato,68.06,Good,Nitrogen,Moderately Fertile,8,1,0,2
Potato,76.42,Good,Phosphorus,Moderately Fertile,4,1,5,2
Maize,76.42,Good,"Nitrogen, Phosphorus",Infertile,3,1,1,1
Potato,61.94,Good,Phosphorus,Moderately Fertile,4,1,5,2
Maize,65.15,Good,"Nitrogen, Potassium",Infertile,3,1,3,1
Maize,63.93,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Maize,80.44,Excellent,None,Fertile,3,0,4,0
Maize,80.01,Excellent,Potassium,Moderately Fertile,3,0,7,2
Sugarcane,80.57,Excellent,Nitrogen,Moderately Fertile,7,0,0,2
Tomato,74.77,Good,Potassium,Moderately Fertile,8,1,7,2
Rice,88.77,Excellent,None,Fertile,5,0,4,0
Cotton,75.33,Good,Phosphorus,Moderately Fertile,0,1,5,2
Groundnut,79.28,Good,None,Fertile,1,1,4,0
Jute,79.36,Good,Phosphorus,Moderately Fertile,2,1,5,2
Cotton,87.69,Excellent,None,Fertile,0,0,4,0
Rice,79.85,Good,None,Fertile,5,1,4,0
Tomato,80.72,Excellent,None,Fertile,8,0,4,0
Potato,66.08,Good,"Nitrogen, Phosphorus",Infertile,4,1,1,1
Cotton,59.12,Moderate,"Nitrogen, Phosphorus",Infertile,0,2,1,1
Rice,84.09,Excellent,None,Fertile,5,0,4,0
Maize,72.5,Good,Potassium,Moderately Fertile,3,1,7,2
Maize,79.9,Good,Potassium,Moderately Fertile,3,1,7,2
Wheat,80.35,Excellent,Nitrogen,Moderately Fertile,9,0,0,2
Jute,66.24,Good,"Nitrogen, Potassium",Infertile,2,1,3,1
Sugarcane,85.43,Excellent,None,Fertile,7,0,4,0
Wheat,76.06,Good,Potassium,Moderately Fertile,9,1,7,2
Wheat,73.4,Good,None,Fertile,9,1,4,0
Cotton,71.35,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Groundnut,84.98,Excellent,None,Fertile,1,0,4,0
Rice,74.69,Good,Phosphorus,Moderately Fertile,5,1,5,2
Jute,78.25,Good,Phosphorus,Moderately Fertile,2,1,5,2
Tomato,63.58,Good,Phosphorus,Moderately Fertile,8,1,5,2
Potato,76.93,Good,Phosphorus,Moderately Fertile,4,1,5,2
Soybean,78.95,Good,Potassium,Moderately Fertile,6,1,7,2
Tomato,65.96,Good,Nitrogen,Moderately Fertile,8,1,0,2
Soybean,78.54,Good,Nitrogen,Moderately Fertile,6,1,0,2
Wheat,89.55,Excellent,None,Fertile,9,0,4,0
Tomato,85.76,Excellent,None,Fertile,8,0,4,0
Groundnut,63.64,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Jute,77.63,Good,None,Fertile,2,1,4,0
Wheat,69.68,Good,Phosphorus,Moderately Fertile,9,1,5,2
Jute,80.11,Excellent,None,Fertile,2,0,4,0
Cotton,66.54,Good,Potassium,Moderately Fertile,0,1,7,2
Maize,80.16,Excellent,Potassium,Moderately Fertile,3,0,7,2
Soybean,81.13,Excellent,None,Fertile,6,0,4,0
Tomato,61.72,Good,"Nitrogen, Potassium",Infertile,8,1,3,1
Cotton,81.34,Excellent,Potassium,Moderately Fertile,0,0,7,2
Maize,67.11,Good,"Nitrogen, Potassium",Infertile,3,1,3,1
Cotton,79.62,Good,None,Fertile,0,1,4,0
Tomato,87.15,Excellent,None,Fertile,8,0,4,0
Soybean,93.45,Excellent,None,Fertile,6,0,4,0
Sugarcane,74.13,Good,Potassium,Moderately Fertile,7,1,7,2
Wheat,79.85,Good,None,Fertile,9,1,4,0
Tomato,81.18,Excellent,None,Fertile,8,0,4,0
Jute,76.37,Good,Nitrogen,Moderately Fertile,2,1,0,2
Potato,52.9,Moderate,"Nitrogen, Phosphorus",Infertile,4,2,1,1
Groundnut,71.99,Good,Potassium,Moderately Fertile,1,1,7,2
Rice,78.98,Good,Phosphorus,Moderately Fertile,5,1,5,2
Cotton,86.44,Excellent,Potassium,Moderately Fertile,0,0,7,2
Groundnut,69.15,Good,None,Fertile,1,1,4,0
Cotton,71.61,Good,Potassium,Moderately Fertile,0,1,7,2
Tomato,66.25,Good,"Nitrogen, Potassium",Infertile,8,1,3,1
Cotton,84.81,Excellent,None,Fertile,0,0,4,0
Soybean,79.99,Good,Phosphorus,Moderately Fertile,6,1,5,2
Wheat,88.32,Excellent,None,Fertile,9,0,4,0
Soybean,76.58,Good,Nitrogen,Moderately Fertile,6,1,0,2
Soybean,79.62,Good,Potassium,Moderately Fertile,6,1,7,2
Maize,80.29,Excellent,Potassium,Moderately Fertile,3,0,7,2
Soybean,75.48,Good,Phosphorus,Moderately Fertile,6,1,5,2
Maize,84.87,Excellent,None,Fertile,3,0,4,0
Wheat,74.97,Good,Potassium,Moderately Fertile,9,1,7,2
Sugarcane,64.57,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Soybean,93.25,Excellent,None,Fertile,6,0,4,0
Rice,86.5,Excellent,None,Fertile,5,0,4,0
Potato,58.68,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Potato,69.31,Good,"Phosphorus, Potassium",Infertile,4,1,6,1
Wheat,71.5,Good,Phosphorus,Moderately Fertile,9,1,5,2
Groundnut,62.73,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Maize,84.39,Excellent,None,Fertile,3,0,4,0
Cotton,84.57,Excellent,Potassium,Moderately Fertile,0,0,7,2
Tomato,67.8,Good,"Nitrogen, Potassium",Infertile,8,1,3,1
Groundnut,68.91,Good,Nitrogen,Moderately Fertile,1,1,0,2
Tomato,67.74,Good,Nitrogen,Moderately Fertile,8,1,0,2
Tomato,57.42,Moderate,Potassium,Moderately Fertile,8,2,7,2
Soybean,79.5,Good,None,Fertile,6,1,4,0
Sugarcane,61.14,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Groundnut,74.02,Good,None,Fertile,1,1,4,0
Soybean,87.16,Excellent,None,Fertile,6,0,4,0
Groundnut,55.17,Moderate,"Nitrogen, Phosphorus",Infertile,1,2,1,1
Sugarcane,85.07,Excellent,None,Fertile,7,0,4,0
Jute,79.97,Good,Potassium,Moderately Fertile,2,1,7,2
Groundnut,66.26,Good,Potassium,Moderately Fertile,1,1,7,2
Tomato,50.44,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,8,2,2,1
Rice,67.19,Good,Potassium,Moderately Fertile,5,1,7,2
Wheat,87.88,Excellent,None,Fertile,9,0,4,0
Groundnut,57.68,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Groundnut,81.1,Excellent,Potassium,Moderately Fertile,1,0,7,2
Maize,74.79,Good,Phosphorus,Moderately Fertile,3,1,5,2
Sugarcane,80.0,Excellent,None,Fertile,7,0,4,0
Sugarcane,80.96,Excellent,Potassium,Moderately Fertile,7,0,7,2
Sugarcane,76.47,Good,Nitrogen,Moderately Fertile,7,1,0,2
Wheat,56.89,Moderate,"Phosphorus, Potassium",Infertile,9,2,6,1
Tomato,91.68,Excellent,None,Fertile,8,0,4,0
Wheat,64.01,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Wheat,79.05,Good,Phosphorus,Moderately Fertile,9,1,5,2
Sugarcane,83.41,Excellent,Potassium,Moderately Fertile,7,0,7,2
Tomato,81.0,Excellent,Phosphorus,Moderately Fertile,8,0,5,2
Potato,60.22,Good,"Nitrogen, Potassium",Infertile,4,1,3,1
Sugarcane,70.77,Good,Potassium,Moderately Fertile,7,1,7,2
Sugarcane,69.07,Good,Nitrogen,Moderately Fertile,7,1,0,2
Potato,59.67,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Tomato,75.42,Good,Potassium,Moderately Fertile,8,1,7,2
Groundnut,66.34,Good,"Nitrogen, Phosphorus",Infertile,1,1,1,1
Jute,80.74,Excellent,Nitrogen,Moderately Fertile,2,0,0,2
Maize,75.16,Good,None,Fertile,3,1,4,0
Sugarcane,70.87,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Jute,71.18,Good,Phosphorus,Moderately Fertile,2,1,5,2
Potato,77.89,Good,Phosphorus,Moderately Fertile,4,1,5,2
Soybean,83.32,Excellent,None,Fertile,6,0,4,0
Groundnut,59.45,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Tomato,67.21,Good,Nitrogen,Moderately Fertile,8,1,0,2
Maize,83.5,Excellent,None,Fertile,3,0,4,0
Sugarcane,99.12,Excellent,None,Fertile,7,0,4,0
Soybean,94.3,Excellent,None,Fertile,6,0,4,0
Wheat,81.11,Excellent,Potassium,Moderately Fertile,9,0,7,2
Wheat,85.18,Excellent,None,Fertile,9,0,4,0
Potato,69.28,Good,Potassium,Moderately Fertile,4,1,7,2
Maize,75.5,Good,Potassium,Moderately Fertile,3,1,7,2
Groundnut,55.52,Moderate,"Nitrogen, Phosphorus",Infertile,1,2,1,1
Sugarcane,94.75,Excellent,None,Fertile,7,0,4,0
Rice,87.4,Excellent,None,Fertile,5,0,4,0
Cotton,80.05,Excellent,Potassium,Moderately Fertile,0,0,7,2
Jute,87.38,Excellent,None,Fertile,2,0,4,0
Groundnut,68.15,Good,Nitrogen,Moderately Fertile,1,1,0,2
Tomato,77.02,Good,Phosphorus,Moderately Fertile,8,1,5,2
Wheat,68.14,Good,Nitrogen,Moderately Fertile,9,1,0,2
Jute,70.85,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Cotton,79.23,Good,Phosphorus,Moderately Fertile,0,1,5,2
Sugarcane,81.0,Excellent,Nitrogen,Moderately Fertile,7,0,0,2
Potato,82.38,Excellent,Phosphorus,Moderately Fertile,4,0,5,2
Sugarcane,72.42,Good,"Nitrogen, Potassium",Infertile,7,1,3,1
Wheat,75.18,Good,Potassium,Moderately Fertile,9,1,7,2
Rice,72.07,Good,None,Fertile,5,1,4,0
Soybean,74.43,Good,Phosphorus,Moderately Fertile,6,1,5,2
Maize,81.19,Excellent,Phosphorus,Moderately Fertile,3,0,5,2
Cotton,90.25,Excellent,None,Fertile,0,0,4,0
Cotton,91.11,Excellent,None,Fertile,0,0,4,0
