Soil_Type,Nitrogen,Phosphorus,Potassium,pH,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Soil_Type_enc
Black,87.88,76.76,148.0,7.59,1.09,1.07,30.82,44.96,1
Clayey,132.27,58.29,165.2,6.58,0.97,2.12,25.99,80.81,2
Loamy,53.47,2.35,67.41,6.62,0.62,1.47,24.09,45.28,3
Loamy,131.59,31.63,141.18,6.25,0.54,0.58,35.89,70.41,3
Clayey,4.95,35.04,55.97,7.72,1.49,1.06,29.2,53.47,2
Alluvial,137.71,17.93,235.29,6.86,0.83,1.2,28.11,68.69,0
Loamy,104.95,36.58,75.4,6.87,1.14,0.85,37.08,81.55,3
Sandy,19.27,71.24,253.38,5.9,0.2,0.21,19.34,51.53,4
Loamy,132.47,13.81,87.74,7.04,1.08,1.27,25.25,48.72,3
Alluvial,54.38,85.09,112.21,6.88,0.5,0.25,27.54,84.73,0
Sandy,91.04,74.65,200.23,6.43,0.48,0.38,35.63,80.18,4
Loamy,133.9,46.01,97.47,6.48,0.99,0.22,27.53,55.87,3
Loamy,6.4,5.49,106.88,7.11,0.57,0.16,20.7,85.47,3
Sandy,49.59,41.16,29.52,7.04,0.12,0.09,23.22,76.19,4
Alluvial,63.08,24.1,204.81,6.28,1.15,1.04,29.79,65.05,0
Clayey,104.0,55.36,73.99,6.45,1.43,0.88,21.09,46.43,2
Loamy,88.77,61.6,146.92,6.71,0.57,1.06,34.4,91.18,3
Alluvial,135.97,79.87,277.17,7.25,0.81,1.01,27.51,57.41,0
Alluvial,7.9,88.92,271.93,7.47,0.5,0.8,23.85,89.01,0
Black,13.48,46.71,33.84,8.44,1.25,1.15,34.84,45.06,1
Clayey,72.7,60.74,109.29,7.34,0.84,0.84,24.96,53.7,2
Alluvial,9.42,54.56,35.13,7.41,0.79,0.25,24.67,78.7,0
Alluvial,58.7,34.52,198.59,6.54,0.46,0.88,35.61,45.19,0
Alluvial,13.12,2.14,129.56,6.81,0.78,0.37,34.24,55.43,0
Loamy,71.24,22.53,88.73,6.5,1.19,1.14,22.55,93.21,3
Silty,59.24,72.15,241.0,7.19,0.44,1.39,36.11,69.9,5
Alluvial,57.94,71.2,83.46,6.51,0.78,1.49,28.65,45.27,0
Silty,139.16,15.51,204.18,6.75,0.65,0.71,25.24,44.31,5
Black,9.65,77.74,141.21,7.94,1.79,1.0,31.29,83.13,1
Alluvial,13.7,78.52,18.82,6.33,1.2,0.95,36.33,90.61,0
Black,139.55,35.35,13.19,8.44,1.71,0.9,29.15,71.87,1
Silty,56.3,59.73,177.85,6.11,0.46,0.97,18.83,65.33,5
Silty,96.88,52.33,247.18,6.72,1.14,1.35,34.8,57.13,5
Sandy,23.01,45.13,178.78,5.65,0.17,0.36,24.55,67.29,4
Loamy,84.1,11.01,112.16,6.16,0.43,1.01,21.39,70.59,3
Loamy,84.41,27.55,89.92,6.98,0.41,1.01,34.01,43.64,3
Loamy,88.92,84.08,31.55,7.05,1.03,0.94,29.04,68.87,3
Sandy,5.58,50.8,89.52,5.94,0.14,0.33,20.32,51.62,4
Alluvial,129.3,13.43,15.0,6.77,0.53,0.48,19.02,65.13,0
Silty,7.55,43.74,170.45,6.45,0.67,1.44,30.87,47.32,5
Clayey,113.01,52.23,100.48,6.28,1.2,0.54,21.6,75.33,2
Loamy,124.87,50.39,27.63,6.6,0.58,1.04,29.94,75.1,3
Alluvial,77.38,67.58,197.18,6.98,1.03,0.62,31.62,75.52,0
Alluvial,9.98,18.49,161.06,6.22,1.03,0.81,30.21,94.94,0
Black,95.61,41.32,206.03,8.14,1.73,1.66,30.06,69.86,1
Loamy,55.79,12.3,73.76,7.43,1.09,1.19,36.58,73.31,3
Black,9.56,72.87,201.07,7.81,1.71,0.85,19.3,42.17,1
Alluvial,128.33,61.01,185.28,6.39,0.59,1.4,34.77,67.19,0
Black,125.01,59.35,33.13,8.25,1.72,1.11,26.07,43.16,1
Alluvial,122.36,9.75,144.85,6.48,0.83,0.25,30.11,91.73,0
Sandy,5.51,53.67,23.62,7.18,0.47,0.26,28.49,88.94,4
Silty,4.16,25.82,267.54,7.06,0.44,1.31,29.08,58.96,5
Silty,99.84,88.38,229.09,7.19,0.72,0.24,24.58,63.57,5
Silty,5.77,66.18,203.55,6.21,1.06,0.25,25.33,78.31,5
Alluvial,127.84,45.72,254.44,6.59,0.97,1.5,19.83,49.64,0
Black,103.47,32.34,65.99,7.27,0.81,0.44,36.82,46.67,1
Alluvial,68.08,63.82,207.15,6.83,0.79,0.27,33.22,89.22,0
Alluvial,125.23,56.71,156.81,7.18,0.48,1.17,23.25,76.03,0
Alluvial,113.39,32.37,238.34,7.09,0.69,1.29,29.59,64.58,0
Alluvial,4.6,34.89,39.06,6.74,0.77,0.88,26.07,78.2,0
Sandy,28.26,22.5,161.48,5.64,0.31,0.25,29.01,79.03,4
Loamy,72.11,57.31,144.1,6.02,0.52,0.98,27.87,76.33,3
Loamy,117.28,51.77,81.19,6.12,0.94,0.97,29.19,72.75,3
Clayey,114.07,67.81,74.29,6.14,1.36,0.85,31.36,55.34,2
Silty,13.58,30.28,79.57,7.2,1.11,0.18,35.49,70.74,5
Sandy,41.26,78.82,151.11,6.44,0.24,0.1,30.91,42.99,4
Silty,100.72,7.92,193.73,6.55,1.11,0.22,23.95,81.68,5
Loamy,101.3,69.23,79.78,6.3,0.95,1.26,27.45,65.54,3
Silty,114.49,68.29,257.38,7.49,0.73,1.21,24.76,40.62,5
Alluvial,88.85,9.3,265.65,6.67,0.85,0.41,22.06,94.53,0
Alluvial,82.98,30.06,140.38,6.7,0.72,0.99,34.12,86.42,0
Clayey,136.25,75.74,148.21,8.17,0.93,1.18,23.28,90.38,2
Loamy,110.22,56.49,139.73,6.46,0.79,1.08,35.94,78.06,3
Silty,61.78,75.59,122.58,6.98,0.7,0.59,30.61,67.45,5
Clayey,77.85,32.59,264.36,6.36,1.36,2.27,22.1,49.16,2
Loamy,129.76,79.67,273.98,6.1,0.87,0.39,27.48,56.17,3
Loamy,125.85,74.18,197.75,6.14,0.98,0.29,21.92,66.42,3
Loamy,9.17,42.62,246.57,6.38,0.56,1.27,33.16,43.17,3
Black,13.41,50.73,84.03,7.35,1.885,0.43,32.72,59.66,1
Alluvial,96.1,10.59,13.49,7.44,0.62,0.56,18.16,53.08,0
Silty,60.99,9.5,29.87,6.24,0.72,1.12,26.64,92.12,5
Black,57.78,74.02,62.17,8.41,1.29,1.48,19.61,92.57,1
Loamy,8.65,53.51,30.35,6.41,0.77,0.73,29.71,77.96,3
Alluvial,12.28,69.27,263.27,6.12,1.18,0.98,18.91,82.63,0
Loamy,134.85,39.86,186.09,6.29,1.1,0.83,21.98,46.08,3
Loamy,133.84,65.16,116.09,6.17,0.69,1.39,18.14,84.13,3
Clayey,12.74,75.06,253.09,7.25,1.45,1.87,36.02,42.9,2
Clayey,98.82,58.37,239.13,6.81,0.73,1.92,19.64,66.55,2
Alluvial,80.43,56.84,33.97,6.56,0.47,0.98,26.11,55.31,0
Loamy,75.62,62.52,181.69,7.4,0.96,0.3,30.73,88.34,3
Alluvial,93.98,59.44,251.0,6.72,1.07,0.54,21.47,67.75,0
Black,117.5,33.36,84.89,7.67,1.885,1.3,33.91,81.32,1
Loamy,118.38,47.38,21.27,6.09,0.92,0.31,26.51,43.69,3
Sandy,37.83,65.93,178.11,6.16,0.38,0.39,25.74,74.32,4
Sandy,63.8,46.76,57.74,6.69,0.45,0.31,34.35,56.01,4
Alluvial,61.76,24.56,263.49,6.27,0.88,0.55,21.29,79.81,0
Sandy,109.14,6.93,46.35,6.91,0.43,0.13,33.5,52.04,4
Loamy,100.97,85.74,254.1,6.9,1.02,0.81,22.71,54.45,3
Black,79.57,2.7,260.07,8.28,1.2,1.07,19.58,70.33,1
Loamy,84.17,20.38,91.87,6.82,0.89,1.07,26.39,90.83,3
Alluvial,13.85,53.88,254.69,6.48,0.55,0.12,31.76,47.47,0
Silty,70.98,29.28,129.33,6.71,0.73,1.16,20.23,49.78,5
Clayey,59.62,26.93,189.1,6.54,1.12,1.92,27.38,87.59,2
Alluvial,2.99,39.58,51.85,7.2,0.65,0.33,32.73,60.1,0
Alluvial,69.16,68.62,14.38,7.18,1.16,0.69,32.33,86.74,0
Clayey,114.48,9.98,32.25,6.76,0.78,0.99,33.2,54.45,2
Loamy,137.75,4.46,226.32,6.75,0.96,0.98,31.5,93.59,3
Loamy,14.42,8.17,258.64,7.5,1.19,0.73,24.59,63.76,3
Sandy,89.47,29.09,12.39,6.67,0.47,0.31,30.17,79.95,4
Sandy,11.06,9.07,90.78,6.27,0.23,0.32,20.31,52.39,4
Alluvial,59.93,78.79,88.67,6.3,1.04,0.96,18.4,75.36,0
Alluvial,52.58,85.9,245.23,6.97,0.78,1.2,37.07,80.23,0
Sandy,8.2,37.3,204.13,6.03,0.32,0.29,37.77,77.9,4
Alluvial,97.14,21.07,101.4,7.15,0.63,0.41,28.45,94.79,0
Sandy,20.03,75.69,267.32,7.05,0.29,0.29,25.47,46.25,4
Silty,84.17,45.31,65.19,6.2,0.88,0.53,31.4,56.89,5
Loamy,56.49,54.28,211.65,7.49,0.94,1.47,21.74,85.2,3
Sandy,62.81,42.59,188.05,5.78,0.47,0.18,33.56,90.85,4
Alluvial,118.66,53.37,177.54,7.09,0.42,0.22,30.29,45.77,0
Alluvial,10.71,44.49,74.27,6.59,0.65,0.62,37.66,67.14,0
Black,120.42,21.15,93.17,7.73,1.36,0.84,20.47,63.47,1
Alluvial,62.16,44.88,254.38,6.38,0.62,0.64,32.88,94.17,0
Loamy,56.26,26.05,36.48,6.68,0.79,1.36,22.75,61.58,3
Silty,133.7,10.45,49.8,7.23,0.89,0.66,31.5,52.98,5
Loamy,138.11,5.55,215.53,6.01,0.51,1.34,18.8,63.73,3
Sandy,86.17,81.0,243.82,5.64,0.41,0.09,29.2,88.88,4
Clayey,101.32,79.96,213.66,8.11,1.08,0.55,24.82,89.56,2
Loamy,72.15,40.74,254.23,7.02,0.74,0.5,29.81,45.22,3
Loamy,133.96,88.18,126.84,6.68,0.78,1.47,37.29,47.59,3
Loamy,14.38,3.93,184.8,6.15,0.67,1.41,22.95,85.47,3
Clayey,101.41,65.27,39.52,7.6,0.99,2.01,26.83,83.22,2
Sandy,9.0,9.44,191.8,6.46,0.41,0.27,27.43,51.98,4
Alluvial,72.07,89.58,67.52,6.43,0.54,1.21,19.7,56.81,0
Alluvial,91.54,50.28,106.2,6.21,1.19,1.17,21.29,79.15,0
Alluvial,104.92,79.15,65.81,6.76,0.99,1.34,21.24,59.76,0
Alluvial,74.39,72.45,224.28,6.77,1.1,0.44,37.15,64.58,0
Black,62.99,66.03,118.2,8.28,1.18,1.03,21.91,58.61,1
Alluvial,101.87,46.21,31.25,6.14,0.46,0.28,25.02,47.01,0
Loamy,104.32,77.82,128.62,6.78,0.8,0.64,19.03,74.69,3
Alluvial,119.07,18.91,237.58,7.24,1.16,1.45,23.06,71.01,0
Silty,115.19,29.04,163.97,6.97,0.62,0.36,31.27,91.81,5
Sandy,107.52,48.27,70.51,7.17,0.42,0.38,20.05,68.52,4
Clayey,82.16,33.56,161.91,6.58,1.13,1.33,29.16,87.6,2
Silty,6.66,4.43,253.14,6.19,1.03,0.74,35.79,61.29,5
Sandy,37.41,37.81,248.0,5.57,0.15,0.17,25.85,70.68,4
Clayey,54.06,67.46,86.95,7.18,0.7,0.99,27.79,53.29,2
Loamy,5.26,73.16,70.37,7.04,0.56,0.75,23.45,44.34,3
Silty,65.47,15.42,154.99,6.35,0.62,1.06,34.84,43.25,5
Silty,135.72,74.37,74.15,7.01,0.45,0.61,23.58,82.0,5
Sandy,109.39,5.73,12.56,6.57,0.45,0.21,18.41,90.21,4
Loamy,107.92,6.05,140.33,6.65,0.93,1.04,25.87,58.1,3
Sandy,19.5,87.97,29.14,6.47,0.32,0.36,27.43,53.37,4
Silty,119.73,73.71,29.37,7.14,0.82,0.73,30.83,77.16,5
Loamy,69.35,55.09,67.87,6.15,0.57,0.32,23.59,86.73,3
Black,57.73,28.35,114.63,7.46,1.885,1.32,24.67,67.42,1
Clayey,6.63,9.66,39.22,6.97,1.49,1.81,27.96,41.06,2
Loamy,63.68,19.6,162.15,6.86,0.83,0.67,19.43,56.09,3
Alluvial,95.95,14.73,259.65,7.2,0.81,0.49,33.35,72.16,0
Black,76.38,69.18,65.02,7.56,1.14,0.67,33.55,68.79,1
Alluvial,68.15,89.61,148.94,7.22,1.0,1.1,32.36,77.28,0
Alluvial,63.89,2.25,173.38,6.51,1.14,1.16,37.24,89.96,0
Alluvial,70.33,46.44,32.77,6.87,0.95,0.86,31.37,58.28,0
Alluvial,89.65,28.48,223.26,6.92,0.6,1.48,25.75,56.56,0
Loamy,55.42,46.21,43.07,6.88,0.45,0.6,33.36,87.95,3
Loamy,66.91,50.63,37.48,6.31,0.78,0.23,23.67,73.4,3
Alluvial,117.58,35.73,211.32,6.31,1.04,1.44,25.48,55.92,0
Loamy,115.92,77.95,50.65,7.45,0.51,1.39,25.68,58.19,3
Clayey,118.68,43.18,248.13,7.85,0.85,2.31,22.94,41.33,2
Black,87.5,30.67,249.17,7.66,0.83,1.62,30.85,64.74,1
Silty,65.67,30.13,252.62,6.06,0.65,0.21,30.22,92.71,5
Loamy,13.81,45.21,157.89,7.46,1.18,0.74,23.5,66.78,3
Black,120.2,40.92,15.14,8.28,1.42,0.54,21.71,84.77,1
Clayey,109.55,18.12,253.84,7.8,0.75,1.77,36.45,55.46,2
Black,136.43,30.99,164.17,7.9,1.2,0.98,23.82,90.57,1
Silty,10.18,11.91,125.53,7.49,1.0,0.11,31.76,53.28,5
Alluvial,139.62,32.09,99.22,6.93,0.85,0.43,31.98,42.38,0
Clayey,113.45,23.46,91.63,7.98,1.0,0.77,23.38,92.98,2
Alluvial,99.86,58.7,236.04,7.27,1.07,1.49,18.4,92.34,0
Silty,104.35,8.48,44.11,6.66,0.68,0.47,37.51,63.38,5
Black,127.81,36.53,88.13,7.34,1.885,0.85,27.72,48.04,1
Clayey,124.1,84.54,201.65,6.22,1.3,2.34,37.93,58.43,2
Black,7.11,61.65,63.25,7.39,1.885,0.92,19.83,65.17,1
Sandy,101.22,69.92,41.29,7.0,0.41,0.1,19.88,74.15,4
Black,122.72,76.96,37.59,8.02,1.39,0.64,32.3,45.02,1
Silty,95.38,24.22,255.98,6.72,1.18,0.49,24.99,44.81,5
Silty,131.53,64.28,265.8,7.49,1.18,0.17,21.05,91.84,5
Loamy,95.63,53.85,255.84,7.43,1.02,1.14,36.39,75.72,3
Silty,125.75,29.78,221.85,6.85,0.59,0.17,26.28,58.46,5
Loamy,92.46,54.14,69.12,6.53,0.63,0.33,33.59,57.13,3
Loamy,128.34,55.52,84.21,7.04,0.71,0.97,37.79,77.61,3
Alluvial,115.16,60.42,101.37,7.07,0.44,1.06,21.34,91.03,0
Black,114.46,89.23,49.68,8.32,1.34,1.13,20.6,44.64,1
Sandy,11.62,4.22,25.92,6.91,0.28,0.18,29.28,67.7,4
Loamy,9.72,86.05,81.42,7.05,1.03,1.07,24.98,68.49,3
Loamy,84.14,29.71,278.82,7.23,0.76,0.24,31.37,44.06,3
Alluvial,81.46,42.84,161.5,7.36,0.88,0.67,33.93,54.76,0
Loamy,3.66,80.04,65.55,6.35,0.86,0.77,26.71,88.87,3
Black,133.98,2.44,118.7,8.46,1.25,1.52,26.67,58.16,1
Black,126.22,41.84,38.96,8.4,1.36,0.48,24.27,80.17,1
Clayey,120.05,26.02,28.77,6.29,0.85,1.71,27.05,45.2,2
Sandy,41.29,43.03,259.95,6.97,0.24,0.28,34.7,88.53,4
Loamy,137.33,14.41,266.47,6.41,0.91,0.76,21.19,60.73,3
Loamy,74.31,21.63,151.35,7.42,0.49,0.77,36.61,66.77,3
Black,89.18,19.92,175.61,8.19,1.85,0.41,28.65,86.33,1
Alluvial,87.12,7.53,22.28,7.46,0.87,0.86,29.95,86.63,0
Alluvial,11.03,41.07,62.92,6.45,0.61,1.22,31.81,79.05,0
Sandy,51.86,44.86,144.09,6.76,0.17,0.34,24.88,67.45,4
Loamy,60.43,72.93,169.65,7.36,1.03,0.87,22.62,47.28,3
Black,122.28,20.63,193.05,7.99,1.885,0.83,18.65,45.6,1
Clayey,125.41,5.05,134.15,6.17,0.67,2.01,35.33,50.24,2
Clayey,137.4,83.99,155.43,8.08,1.19,0.53,22.41,61.52,2
Alluvial,9.48,12.85,35.8,6.37,0.72,1.44,25.42,45.49,0
Alluvial,3.07,9.13,249.75,6.34,1.09,0.46,34.06,57.04,0
Clayey,118.58,5.69,139.75,6.35,0.79,0.97,19.74,70.38,2
Loamy,128.23,6.73,76.41,6.87,0.7,1.15,34.45,83.07,3
Alluvial,76.91,36.82,39.65,6.52,0.83,1.06,23.69,49.51,0
Silty,138.41,48.09,76.5,6.14,0.59,1.29,25.09,40.85,5
Loamy,61.1,78.64,150.03,7.03,0.63,0.33,36.2,75.32,3
Black,11.06,28.41,105.76,7.89,1.62,0.81,19.46,88.67,1
Alluvial,90.0,89.57,267.03,6.14,0.73,1.27,19.64,71.51,0
Loamy,84.71,78.02,275.63,6.01,0.44,0.41,31.36,80.97,3
Alluvial,93.03,15.97,32.46,6.15,0.99,0.41,30.81,54.12,0
Loamy,6.25,35.87,29.53,6.99,1.04,0.31,18.55,46.05,3
Loamy,131.57,9.99,226.61,7.41,0.6,1.18,23.86,44.6,3
Sandy,2.84,40.78,161.2,6.66,0.24,0.05,19.32,61.19,4
Loamy,112.0,32.4,190.8,6.5,0.89,0.8,37.14,80.09,3
Black,122.33,17.31,248.74,7.62,1.79,1.42,31.61,90.99,1
Clayey,133.75,58.1,36.47,6.19,1.35,2.32,28.84,83.82,2
Sandy,29.98,54.45,34.03,7.11,0.31,0.25,28.92,44.44,4
Black,6.61,54.35,145.52,7.8,1.63,0.46,36.31,79.61,1
Loamy,137.28,29.15,141.94,6.19,0.87,1.18,18.45,70.27,3
Silty,6.12,47.21,26.32,6.59,0.77,0.26,21.86,73.43,5
Loamy,53.66,17.26,200.01,6.15,0.9,0.44,35.1,48.62,3
Clayey,106.11,74.5,261.84,7.92,0.87,1.82,37.34,62.58,2
Loamy,131.86,18.67,240.18,7.5,0.44,1.42,30.8,40.52,3
Clayey,88.1,44.25,70.09,8.18,1.11,2.36,27.97,91.7,2
Loamy,113.82,49.41,188.58,6.22,0.93,0.85,18.9,47.81,3
Alluvial,123.85,14.54,246.45,6.46,0.75,0.83,32.47,64.54,0
Alluvial,110.09,59.41,261.62,7.36,0.82,0.19,37.87,48.99,0
Loamy,97.85,8.12,25.52,7.0,0.96,0.64,22.24,67.52,3
Loamy,135.68,37.56,151.97,7.31,0.79,0.96,23.46,62.64,3
Clayey,82.54,80.45,257.17,6.6,1.37,0.86,31.22,64.17,2
Alluvial,98.1,5.86,48.19,6.35,0.87,0.65,27.52,71.41,0
Alluvial,65.6,36.31,237.82,6.24,0.94,0.19,35.12,60.62,0
Alluvial,63.53,34.49,95.28,7.26,0.61,0.64,23.92,59.83,0
Loamy,61.23,67.69,227.99,6.43,0.55,0.4,25.89,77.89,3
Sandy,10.0,15.86,261.03,5.67,0.4,0.35,33.31,85.95,4
Sandy,13.69,38.42,92.58,7.0,0.1,0.09,18.74,69.23,4
Alluvial,129.17,59.93,64.01,6.33,0.62,1.0,29.41,68.07,0
Sandy,15.78,82.92,91.25,6.78,0.12,0.25,34.67,76.41,4
Sandy,26.17,84.59,26.16,6.61,0.24,0.36,27.06,65.0,4
Silty,3.79,54.51,154.44,7.01,1.03,0.18,36.91,47.29,5
Clayey,129.61,57.14,138.86,7.62,0.83,2.19,23.41,72.07,2
Sandy,59.85,47.89,38.35,6.81,0.33,0.1,29.05,49.06,4
Alluvial,13.5,2.24,30.51,6.72,0.41,0.87,25.77,74.16,0
Loamy,89.31,65.2,36.54,6.31,0.88,0.95,19.51,50.86,3
Black,79.52,37.54,23.65,7.7,1.885,0.49,23.24,41.5,1
Black,93.97,75.61,64.68,8.08,1.58,0.58,24.01,92.26,1
Loamy,3.83,56.37,258.73,7.21,0.47,1.22,21.53,73.91,3
Silty,53.33,31.15,91.12,6.24,0.44,0.63,26.4,47.7,5
Silty,68.51,78.82,144.44,7.13,0.71,1.09,18.33,75.39,5
Loamy,66.3,36.48,124.93,7.14,1.18,1.25,27.85,41.66,3
Alluvial,126.11,27.38,165.91,7.29,0.9,0.83,33.68,87.68,0
Silty,50.36,85.03,67.41,6.6,0.63,1.09,20.97,85.01,5
Alluvial,59.91,20.11,74.77,6.58,0.82,0.78,33.85,55.14,0
Black,76.19,14.12,172.44,7.25,1.48,1.72,20.32,66.36,1
Silty,69.83,17.66,12.51,7.28,0.62,1.21,30.99,48.68,5
Alluvial,60.45,89.06,152.51,6.84,1.05,1.15,27.04,94.76,0
Black,110.59,62.24,267.49,8.07,0.81,0.78,29.37,54.84,1
Loamy,112.34,49.44,107.14,6.62,0.59,0.98,20.92,58.76,3
Loamy,109.54,86.46,29.26,6.43,0.58,0.84,29.41,90.78,3
Silty,12.5,19.72,265.28,7.44,1.0,0.15,34.61,82.07,5
Alluvial,60.03,3.21,101.25,6.08,1.0,0.71,20.76,58.69,0
Sandy,3.95,47.75,164.56,6.38,0.41,0.25,30.49,65.07,4
Loamy,73.64,16.59,156.12,6.49,0.65,0.35,27.02,79.3,3
Alluvial,8.25,24.25,204.12,6.84,1.19,1.24,27.21,47.96,0
Sandy,53.64,13.24,244.42,5.65,0.3,0.29,18.55,48.44,4
Loamy,3.2,66.13,17.81,6.24,0.99,0.38,19.73,56.96,3
Loamy,65.02,13.66,91.21,7.28,0.53,0.37,29.53,40.4,3
Loamy,125.36,50.96,108.23,6.03,0.72,0.86,26.0,43.07,3
Loamy,108.58,62.3,93.72,6.83,0.67,0.98,22.93,60.37,3
Black,10.69,37.07,242.81,7.48,1.35,0.58,27.89,90.34,1
Silty,53.58,45.65,49.39,7.01,0.91,1.0,24.32,85.19,5
Silty,111.41,38.81,185.62,7.3,1.06,1.44,20.02,69.37,5
Black,103.78,6.55,111.7,7.69,1.22,1.22,28.39,83.72,1
Loamy,137.13,61.48,231.76,7.31,0.47,1.39,30.24,67.06,3
Silty,112.24,2.43,168.48,6.99,1.13,0.41,27.72,63.1,5
Black,83.17,29.16,222.0,8.34,1.885,1.49,34.15,70.24,1
Alluvial,109.45,68.46,151.52,6.07,0.45,0.91,33.63,93.21,0
Silty,112.92,66.71,279.06,6.21,0.46,1.22,31.91,47.08,5
Sandy,46.12,16.27,183.83,6.36,0.35,0.21,19.76,87.03,4
Alluvial,5.41,9.52,179.03,6.01,0.58,0.77,25.08,45.66,0
Silty,122.34,27.13,176.61,7.49,1.07,1.27,28.53,67.95,5
Loamy,98.61,77.19,30.05,7.3,0.7,1.14,27.11,47.34,3
Loamy,88.55,34.53,92.51,6.9,0.8,0.5,21.65,83.06,3
Black,7.19,75.86,112.66,7.44,1.87,1.24,29.13,56.14,1
Alluvial,2.15,26.93,35.36,6.52,1.15,1.16,20.22,66.66,0
Alluvial,93.32,35.23,255.28,7.33,0.94,0.42,35.17,79.03,0
Clayey,137.15,46.67,45.0,7.96,1.19,1.94,34.69,46.49,2
Clayey,135.75,27.68,212.14,8.07,0.93,2.44,36.91,71.4,2
Black,110.19,18.94,63.98,7.83,1.03,1.27,25.26,54.23,1
Loamy,121.81,51.61,239.07,6.33,0.68,0.57,30.03,72.48,3
Clayey,124.76,3.55,247.52,6.49,0.88,1.88,24.58,86.99,2
Silty,129.42,23.85,198.69,6.36,0.59,1.46,26.23,93.46,5
Sandy,50.87,17.36,206.2,5.93,0.26,0.21,28.68,53.31,4
Loamy,105.54,6.78,171.12,7.4,1.02,0.56,27.14,89.82,3
Black,131.02,88.4,14.82,7.84,1.33,0.89,22.59,67.33,1
Sandy,24.73,66.52,122.16,6.77,0.21,0.13,34.04,49.2,4
Loamy,11.14,74.23,115.69,6.38,1.15,0.26,37.09,71.24,3
Loamy,112.42,63.46,244.12,6.41,0.93,0.74,35.58,70.9,3
Loamy,76.88,39.79,196.91,7.43,0.93,0.93,30.01,40.1,3
Sandy,33.51,63.85,95.52,6.08,0.23,0.09,35.95,66.66,4
Alluvial,96.7,29.43,221.81,6.97,0.48,0.58,20.63,52.55,0
Loamy,101.42,3.89,261.08,7.09,0.55,0.89,18.11,88.68,3
Alluvial,75.06,88.49,276.11,6.22,0.47,0.66,27.44,50.07,0
Black,88.32,33.08,31.11,8.09,0.82,1.8,21.08,40.32,1
Alluvial,59.55,49.04,71.31,7.42,1.18,1.36,30.01,52.8,0
Loamy,104.1,60.37,263.69,7.44,0.62,0.97,28.31,94.8,3
Silty,8.91,33.49,17.92,7.37,0.98,0.4,30.23,64.66,5
Black,112.3,46.52,34.63,8.28,1.68,0.6,32.66,81.76,1
Loamy,4.5,32.06,67.93,7.34,1.1,1.18,36.6,49.73,3
Alluvial,117.8,58.42,212.57,7.11,0.43,0.24,35.16,70.0,0
Loamy,97.18,85.66,206.06,7.17,0.9,1.24,22.02,74.02,3
Black,104.62,87.31,255.28,7.61,1.41,1.01,18.61,66.45,1
Clayey,120.72,89.38,62.57,7.38,0.9,2.2,32.99,81.67,2
Clayey,84.58,78.15,153.03,7.73,0.63,1.46,18.53,93.55,2
Sandy,102.14,49.97,249.15,6.83,0.44,0.09,20.36,94.49,4
Silty,4.83,69.25,182.13,6.58,0.84,1.4,21.12,49.45,5
Sandy,17.7,9.51,103.98,6.44,0.2,0.26,30.48,83.37,4
Loamy,66.39,44.89,80.96,7.42,0.57,0.88,21.51,87.67,3
Alluvial,81.61,15.33,246.48,6.86,0.81,1.18,22.14,93.42,0
Black,92.32,54.57,77.29,8.02,1.64,1.14,19.11,59.58,1
Sandy,56.54,31.7,146.4,6.23,0.18,0.36,33.56,70.58,4
Alluvial,138.18,81.92,30.48,7.42,0.68,1.37,32.12,92.83,0
Sandy,48.49,51.9,84.34,6.7,0.17,0.23,36.53,82.55,4
Alluvial,131.84,81.9,143.34,6.28,0.72,0.11,24.08,56.65,0
Black,99.2,20.63,141.56,8.26,1.23,1.32,20.55,44.86,1
Loamy,123.91,54.2,186.84,6.03,0.97,0.87,19.31,84.82,3
Black,6.85,80.94,166.35,7.28,1.03,0.72,33.29,55.13,1
Loamy,111.87,35.43,16.58,6.4,1.14,0.93,24.82,88.42,3
Alluvial,91.01,82.27,30.68,6.92,1.05,0.67,32.59,75.87,0
Black,120.7,6.57,109.52,7.99,1.33,0.63,20.79,83.68,1
Alluvial,99.37,73.28,144.65,7.03,0.75,0.45,18.1,51.84,0
Loamy,124.05,39.84,46.78,6.34,0.63,0.49,19.94,48.17,3
Alluvial,95.82,14.26,14.61,6.63,0.62,0.88,19.16,49.84,0
Black,77.4,59.05,169.49,7.83,1.49,1.41,26.55,81.16,1
Alluvial,127.44,46.9,176.16,6.5,0.72,0.26,21.63,59.59,0
Sandy,3.77,49.28,48.04,6.59,0.33,0.28,34.81,68.22,4
Loamy,99.21,8.31,31.79,7.39,1.16,0.17,35.58,73.94,3
Black,70.09,7.54,144.63,7.61,0.87,0.51,19.7,94.75,1
Sandy,47.55,28.7,91.17,5.76,0.38,0.15,30.88,83.4,4
Alluvial,120.86,66.03,137.27,6.27,0.73,0.68,20.84,79.31,0
Black,75.3,55.25,70.11,8.11,1.67,0.5,25.42,45.72,1
Loamy,5.17,80.25,44.89,6.71,0.91,0.32,25.25,73.88,3
Sandy,36.39,57.93,158.6,7.03,0.2,0.3,34.35,53.29,4
Silty,2.36,73.96,213.86,7.43,0.59,0.99,35.31,93.28,5
Sandy,52.94,26.77,32.16,5.93,0.31,0.2,25.19,41.46,4
Loamy,100.04,39.27,121.37,6.19,0.56,0.57,18.77,47.49,3
