Soil_Type,Crop_Recommended,Nitrogen,Phosphorus,Potassium,pH,Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Soil_Health_Score,Soil_Health_Class,Nutrient_Deficiencies,Soil_Fertility_Status
Clayey,Sugarcane,90.42,69.46,35.12,6.35,42.53,1.17,2.06,18.58,77.23,79.68,Good,Potassium,Moderately Fertile
Silty,Jute,81.19,71.04,163.66,6.49,38.81,1.01,1.0,19.96,48.41,91.28,Excellent,None,Fertile
Alluvial,Cotton,13.64,53.03,235.57,6.43,28.86,0.59,0.69,32.49,47.05,72.92,Good,Nitrogen,Moderately Fertile
Silty,Jute,122.8,65.48,38.51,7.39,47.46,0.58,0.15,28.57,75.95,70.81,Good,Potassium,Moderately Fertile
Alluvial,Cotton,109.92,65.41,199.24,6.21,29.26,0.69,0.2,29.04,92.39,84.55,Excellent,None,Fertile
Silty,Rice,116.19,23.47,28.44,6.57,32.3,0.74,0.58,31.56,84.11,70.87,Good,"Phosphorus, Potassium",Infertile
Loamy,Soybean,108.84,2.24,42.66,7.15,31.81,0.82,1.18,25.77,41.47,63.79,Good,"Phosphorus, Potassium",Infertile
Black,Sugarcane,53.95,71.08,232.99,7.79,51.25,1.59,1.65,19.0,53.36,88.81,Excellent,None,Fertile
Loamy,Groundnut,12.94,19.71,216.75,6.09,27.37,0.94,0.4,22.05,42.67,70.18,Good,"Nitrogen, Phosphorus",Infertile
Alluvial,Jute,88.64,78.5,37.08,7.32,48.96,0.73,0.68,27.79,92.38,73.53,Good,Potassium,Moderately Fertile
Loamy,Soybean,62.27,36.58,100.11,6.47,27.09,0.96,0.37,32.73,78.61,81.82,Excellent,None,Fertile
Silty,Jute,70.58,82.96,163.7,7.11,47.07,0.64,0.52,24.0,82.69,81.55,Excellent,None,Fertile
Sandy,Groundnut,4.76,18.35,48.62,6.95,7.27,0.21,0.23,28.14,88.66,47.98,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Loamy,Wheat,10.7,58.19,207.32,7.48,44.63,0.5,0.66,37.03,64.75,67.38,Good,Nitrogen,Moderately Fertile
Loamy,Potato,94.39,6.92,268.84,7.47,35.57,0.48,0.34,27.96,85.99,67.62,Good,Phosphorus,Moderately Fertile
Sandy,Potato,27.38,4.23,229.73,6.99,17.68,0.25,0.24,29.1,64.72,56.52,Moderate,"Nitrogen, Phosphorus",Infertile
Alluvial,Jute,65.09,4.37,42.63,6.38,45.13,0.64,1.41,18.73,67.28,60.66,Good,"Phosphorus, Potassium",Infertile
Alluvial,Sugarcane,90.28,73.34,255.99,6.78,49.04,0.7,0.37,19.73,86.56,85.77,Excellent,None,Fertile
Silty,Rice,114.22,41.71,39.98,6.8,32.38,1.12,0.35,22.56,89.6,82.89,Excellent,Potassium,Moderately Fertile
Loamy,Maize,76.0,28.07,206.98,6.97,26.72,1.1,0.91,31.43,46.75,86.84,Excellent,None,Fertile
Sandy,Groundnut,12.29,49.85,112.97,6.15,6.28,0.41,0.32,25.48,54.35,65.01,Good,Nitrogen,Moderately Fertile
Loamy,Soybean,117.74,72.13,257.67,6.58,49.62,1.17,0.48,31.05,66.13,94.4,Excellent,None,Fertile
Alluvial,Jute,126.64,2.9,108.28,6.56,26.3,0.86,0.83,26.88,59.62,73.06,Good,Phosphorus,Moderately Fertile
Loamy,Groundnut,87.67,27.4,107.96,7.29,40.92,1.01,1.42,29.75,87.09,80.45,Excellent,None,Fertile
Loamy,Soybean,3.85,11.56,40.86,6.78,49.29,1.05,1.19,18.6,93.93,59.73,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Sandy,Potato,108.76,40.87,162.69,5.66,8.58,0.46,0.1,31.05,42.91,77.97,Good,None,Fertile
Clayey,Sugarcane,72.43,62.18,39.21,6.33,43.03,1.32,2.32,23.99,87.04,79.62,Good,Potassium,Moderately Fertile
Sandy,Tomato,22.62,51.55,104.33,6.16,12.27,0.32,0.37,23.24,82.83,64.51,Good,Nitrogen,Moderately Fertile
Clayey,Wheat,116.07,8.71,188.81,6.26,59.17,1.17,1.48,21.38,44.1,82.37,Excellent,Phosphorus,Moderately Fertile
Black,Wheat,82.25,11.63,139.76,8.07,46.18,1.29,0.93,22.48,41.58,78.78,Good,Phosphorus,Moderately Fertile
Sandy,Potato,132.73,8.83,37.02,6.6,17.07,0.5,0.24,23.66,62.15,62.9,Good,"Phosphorus, Potassium",Infertile
Alluvial,Cotton,4.52,81.77,109.15,7.06,49.75,1.05,0.3,24.54,90.47,73.99,Good,Nitrogen,Moderately Fertile
Alluvial,Sugarcane,63.14,21.85,10.01,6.77,49.53,0.59,1.44,34.63,81.12,62.68,Good,"Phosphorus, Potassium",Infertile
Black,Cotton,70.17,14.14,78.52,7.52,42.21,1.75,0.68,25.47,62.3,78.79,Good,"Phosphorus, Potassium",Infertile
Loamy,Potato,83.96,10.57,133.56,7.17,42.0,0.55,0.45,22.56,77.58,70.05,Good,Phosphorus,Moderately Fertile
Loamy,Maize,4.63,6.17,48.35,6.72,32.45,0.92,0.24,34.59,49.22,56.86,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Loamy,Groundnut,130.55,11.52,13.43,6.5,36.53,0.71,0.58,23.06,61.08,64.7,Good,"Phosphorus, Potassium",Infertile
Loamy,Wheat,127.17,6.0,197.8,6.38,33.96,1.04,1.44,25.7,46.04,79.9,Good,Phosphorus,Moderately Fertile
Black,Soybean,132.42,71.52,214.11,7.81,40.94,1.05,1.54,20.04,41.97,86.21,Excellent,None,Fertile
Alluvial,Sugarcane,86.51,36.42,248.07,7.06,45.35,0.41,0.41,36.35,92.14,78.34,Good,None,Fertile
Black,Cotton,4.43,60.26,74.71,8.23,35.79,1.65,1.43,36.93,77.13,72.56,Good,"Nitrogen, Potassium",Infertile
Clayey,Rice,55.15,65.77,219.0,6.52,62.39,0.61,1.9,31.19,60.08,78.22,Good,None,Fertile
Clayey,Rice,4.44,43.22,98.24,6.22,60.77,1.43,1.29,28.58,56.77,79.74,Good,"Nitrogen, Potassium",Infertile
Alluvial,Maize,66.98,74.1,75.8,6.15,39.46,0.64,1.15,30.51,93.36,74.65,Good,Potassium,Moderately Fertile
Alluvial,Maize,139.0,30.06,46.89,6.1,44.63,1.03,0.52,24.6,93.3,77.19,Good,Potassium,Moderately Fertile
Alluvial,Maize,5.63,63.41,29.87,6.47,37.05,1.11,1.13,21.57,68.31,69.78,Good,"Nitrogen, Potassium",Infertile
Black,Sugarcane,58.22,5.6,259.85,8.4,64.08,1.06,1.45,22.06,91.36,68.57,Good,Phosphorus,Moderately Fertile
Sandy,Tomato,8.22,16.15,87.58,7.01,15.58,0.19,0.1,24.2,82.33,50.65,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Sandy,Groundnut,54.69,61.98,45.93,7.14,5.56,0.31,0.08,24.5,60.44,64.0,Good,Potassium,Moderately Fertile
Alluvial,Cotton,62.4,27.87,255.18,6.97,48.68,1.15,0.89,31.98,50.42,85.34,Excellent,None,Fertile
Alluvial,Cotton,130.24,5.14,38.72,6.4,48.55,0.77,0.68,18.61,64.57,65.32,Good,"Phosphorus, Potassium",Infertile
Clayey,Rice,13.49,25.95,161.08,7.44,56.72,0.61,1.69,26.94,76.54,64.06,Good,Nitrogen,Moderately Fertile
Sandy,Groundnut,86.27,14.86,107.37,5.57,24.13,0.48,0.38,21.49,74.11,65.68,Good,Phosphorus,Moderately Fertile
Black,Sugarcane,13.25,45.51,153.46,8.26,51.27,0.95,1.02,35.25,76.06,71.41,Good,Nitrogen,Moderately Fertile
Alluvial,Cotton,130.15,46.37,244.84,7.32,43.94,0.78,1.13,20.03,45.6,84.4,Excellent,None,Fertile
Black,Cotton,84.05,89.5,195.73,8.16,37.83,1.52,1.6,34.3,76.83,91.6,Excellent,None,Fertile
Loamy,Tomato,88.59,2.06,239.82,6.51,42.05,0.87,0.98,33.26,46.53,76.4,Good,Phosphorus,Moderately Fertile
Alluvial,Cotton,135.76,83.03,44.3,7.06,47.62,0.71,0.89,22.96,42.7,75.14,Good,Potassium,Moderately Fertile
Black,Wheat,5.45,77.53,165.6,8.37,52.09,1.56,1.56,27.41,78.44,78.37,Good,Nitrogen,Moderately Fertile
Clayey,Wheat,77.96,51.49,38.9,8.17,50.97,0.92,1.35,33.42,68.48,72.27,Good,Potassium,Moderately Fertile
Sandy,Groundnut,19.42,66.3,38.34,6.95,12.78,0.39,0.32,20.31,82.68,59.73,Moderate,"Nitrogen, Potassium",Infertile
Alluvial,Jute,6.21,6.35,148.56,6.2,27.87,1.07,0.58,35.2,54.97,67.19,Good,"Nitrogen, Phosphorus",Infertile
Black,Wheat,107.72,25.22,223.26,7.75,58.93,1.32,0.7,24.61,91.27,86.32,Excellent,None,Fertile
Sandy,Tomato,107.32,52.52,75.8,6.7,19.33,0.47,0.37,20.47,66.71,75.74,Good,Potassium,Moderately Fertile
Black,Cotton,139.09,37.56,102.99,7.4,36.09,0.87,0.56,19.05,74.94,80.51,Excellent,None,Fertile
Loamy,Groundnut,94.04,10.89,198.93,6.3,35.41,0.43,0.46,35.11,78.87,70.96,Good,Phosphorus,Moderately Fertile
Alluvial,Maize,131.03,7.28,169.17,7.37,31.99,0.65,0.15,27.35,77.59,71.08,Good,Phosphorus,Moderately Fertile
Sandy,Groundnut,50.57,44.57,13.8,6.49,13.05,0.48,0.35,20.35,62.36,65.44,Good,Potassium,Moderately Fertile
Loamy,Wheat,10.67,17.61,28.49,7.18,47.45,0.79,0.73,33.83,77.24,55.45,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Clayey,Sugarcane,103.38,36.63,61.49,7.23,57.54,1.08,2.04,31.65,40.03,77.62,Good,Potassium,Moderately Fertile
Loamy,Tomato,127.75,10.01,181.21,6.64,39.02,0.76,1.22,18.2,79.27,77.47,Good,Phosphorus,Moderately Fertile
Loamy,Potato,51.66,5.4,270.31,7.45,41.67,1.19,0.13,37.86,65.25,74.33,Good,Phosphorus,Moderately Fertile
Alluvial,Cotton,125.4,65.84,33.62,6.32,27.26,0.96,1.4,22.63,73.32,79.26,Good,Potassium,Moderately Fertile
Clayey,Rice,58.12,26.44,80.12,7.48,49.32,0.95,1.24,20.17,51.42,72.06,Good,Potassium,Moderately Fertile
Alluvial,Rice,132.16,65.82,84.51,7.0,26.31,1.17,0.34,24.32,41.66,86.68,Excellent,Potassium,Moderately Fertile
Sandy,Groundnut,41.93,49.66,58.77,6.09,21.36,0.4,0.1,19.75,82.98,64.66,Good,"Nitrogen, Potassium",Infertile
Loamy,Soybean,6.74,27.16,44.3,7.45,36.98,0.86,0.94,31.16,70.2,59.2,Moderate,"Nitrogen, Potassium",Infertile
Alluvial,Jute,114.34,47.55,278.5,6.02,42.08,0.41,0.45,32.67,68.49,78.93,Good,None,Fertile
Sandy,Potato,24.05,10.82,259.24,5.88,16.12,0.28,0.11,31.72,77.93,57.02,Moderate,"Nitrogen, Phosphorus",Infertile
Black,Wheat,131.2,10.44,104.55,8.32,56.38,1.23,1.6,20.68,64.97,72.41,Good,Phosphorus,Moderately Fertile
Black,Soybean,5.83,20.5,87.18,7.47,45.48,1.7,1.67,29.23,56.86,70.18,Good,"Nitrogen, Phosphorus, Potassium",Infertile
Loamy,Potato,3.84,32.54,115.25,7.37,45.53,0.78,0.4,31.72,66.28,65.88,Good,Nitrogen,Moderately Fertile
Clayey,Wheat,103.2,69.33,17.73,6.22,66.83,1.28,0.83,25.44,87.87,82.68,Excellent,Potassium,Moderately Fertile
Sandy,Potato,54.47,59.6,179.31,5.71,9.78,0.3,0.25,37.75,74.55,71.29,Good,None,Fertile
Alluvial,Rice,65.06,64.44,109.38,7.37,46.57,0.92,1.35,34.73,80.31,80.38,Excellent,None,Fertile
Black,Soybean,69.26,7.17,84.43,8.27,58.69,1.76,0.53,27.59,80.82,73.09,Good,"Phosphorus, Potassium",Infertile
Clayey,Rice,98.97,43.34,245.09,8.15,64.19,1.11,2.06,37.39,47.1,82.39,Excellent,None,Fertile
Black,Cotton,107.28,79.83,231.94,8.49,54.66,1.12,0.89,31.05,86.24,84.22,Excellent,None,Fertile
Loamy,Groundnut,137.53,86.33,86.8,6.9,29.22,0.62,0.5,24.1,41.98,78.22,Good,Potassium,Moderately Fertile
Loamy,Tomato,12.15,72.88,175.76,7.21,31.64,0.58,0.59,23.15,52.54,70.31,Good,Nitrogen,Moderately Fertile
Alluvial,Sugarcane,66.69,2.49,38.11,7.1,39.45,0.7,1.21,26.79,79.27,59.5,Moderate,"Phosphorus, Potassium",Infertile
Alluvial,Jute,10.75,69.33,72.22,6.82,33.58,0.53,1.47,29.6,88.96,64.28,Good,"Nitrogen, Potassium",Infertile
Clayey,Rice,127.72,6.44,244.75,6.47,70.06,0.88,1.36,27.11,85.93,77.83,Good,Phosphorus,Moderately Fertile
Silty,Tomato,77.6,42.49,35.35,6.79,32.78,0.47,1.16,31.25,60.12,71.29,Good,Potassium,Moderately Fertile
Alluvial,Cotton,120.15,5.06,91.57,6.18,40.78,0.73,0.65,35.25,72.4,68.23,Good,"Phosphorus, Potassium",Infertile
Black,Cotton,4.7,13.5,269.33,7.91,48.79,1.99,1.4,36.56,77.53,72.07,Good,"Nitrogen, Phosphorus",Infertile
Loamy,Potato,66.99,75.99,118.76,7.12,42.4,0.84,0.12,24.77,40.65,81.45,Excellent,None,Fertile
Clayey,Rice,14.64,8.85,56.41,8.09,64.47,0.85,2.48,23.6,53.93,46.24,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Black,Soybean,91.21,56.82,222.99,7.84,35.56,0.81,0.69,25.55,48.82,82.3,Excellent,None,Fertile
Alluvial,Rice,136.49,5.89,79.36,6.14,47.87,0.51,0.8,35.78,93.23,63.55,Good,"Phosphorus, Potassium",Infertile
Alluvial,Sugarcane,83.58,8.27,274.28,7.06,29.3,1.09,0.84,24.59,77.11,80.29,Excellent,Phosphorus,Moderately Fertile
Black,Soybean,123.7,32.87,264.87,7.58,39.75,1.09,1.68,36.29,42.38,84.81,Excellent,None,Fertile
Loamy,Soybean,52.01,55.7,28.92,6.26,39.41,0.66,0.91,31.79,75.74,68.87,Good,Potassium,Moderately Fertile
Alluvial,Jute,103.49,84.87,146.62,6.7,30.75,0.69,1.37,25.77,89.13,85.7,Excellent,None,Fertile
Black,Soybean,9.12,61.61,245.82,7.97,44.51,1.08,0.93,22.38,75.02,74.34,Good,Nitrogen,Moderately Fertile
Loamy,Soybean,95.37,68.01,19.67,7.4,45.68,0.52,0.71,22.08,52.0,68.08,Good,Potassium,Moderately Fertile
Clayey,Sugarcane,120.27,63.31,127.97,8.19,69.02,0.98,2.35,19.34,71.52,76.33,Good,None,Fertile
Loamy,Potato,5.3,74.12,81.44,6.69,43.8,0.72,0.31,25.83,91.03,68.01,Good,"Nitrogen, Potassium",Infertile
Alluvial,Maize,56.07,3.0,137.83,6.74,27.48,0.89,0.81,26.22,72.8,71.73,Good,Phosphorus,Moderately Fertile
Alluvial,Jute,81.06,76.48,89.4,6.57,43.94,0.99,1.29,27.22,50.69,85.96,Excellent,Potassium,Moderately Fertile
Black,Wheat,122.65,81.75,226.98,7.65,63.31,1.24,1.33,34.97,45.6,90.42,Excellent,None,Fertile
Sandy,Tomato,17.59,88.34,37.02,6.2,17.19,0.14,0.29,35.87,83.39,54.89,Moderate,"Nitrogen, Potassium",Infertile
Alluvial,Jute,137.12,47.13,190.33,6.67,43.7,1.14,0.87,25.46,75.0,93.65,Excellent,None,Fertile
Alluvial,Sugarcane,133.09,63.02,267.95,6.18,47.71,0.41,0.29,29.66,65.4,79.73,Good,None,Fertile
Clayey,Rice,99.88,64.84,113.25,7.23,61.49,0.9,1.97,26.58,72.06,80.76,Excellent,None,Fertile
Loamy,Groundnut,4.22,6.16,242.42,7.42,42.47,0.4,0.23,18.0,90.88,53.66,Moderate,"Nitrogen, Phosphorus",Infertile
Alluvial,Cotton,74.02,7.24,37.16,7.13,40.99,0.55,1.32,31.96,45.52,59.57,Moderate,"Phosphorus, Potassium",Infertile
Clayey,Sugarcane,131.15,15.11,124.56,8.07,57.9,0.76,1.59,23.35,66.47,69.22,Good,Phosphorus,Moderately Fertile
Loamy,Soybean,14.64,9.56,126.75,6.76,39.0,1.1,0.75,25.03,88.8,69.43,Good,"Nitrogen, Phosphorus",Infertile
Loamy,Potato,61.44,34.32,70.43,6.21,29.68,0.92,1.33,20.21,77.31,76.32,Good,Potassium,Moderately Fertile
Clayey,Wheat,78.67,84.35,215.63,6.76,44.18,1.12,1.29,20.68,66.18,92.65,Excellent,None,Fertile
Black,Wheat,103.71,5.07,70.56,8.36,48.44,0.82,1.07,22.05,44.21,61.16,Good,"Phosphorus, Potassium",Infertile
Alluvial,Maize,98.13,6.73,34.73,6.26,39.44,0.86,0.23,33.96,75.96,66.3,Good,"Phosphorus, Potassium",Infertile
Alluvial,Jute,124.56,77.97,242.34,6.72,43.04,0.66,0.29,26.42,83.5,85.4,Excellent,None,Fertile
Loamy,Groundnut,94.94,34.48,277.1,7.43,47.61,1.18,0.51,35.56,78.08,88.68,Excellent,None,Fertile
Alluvial,Maize,123.99,73.29,275.78,6.57,49.08,0.65,0.6,27.3,80.52,85.68,Excellent,None,Fertile
Black,Wheat,72.58,50.99,174.45,7.63,59.44,1.48,1.14,22.89,90.74,93.28,Excellent,None,Fertile
Sandy,Groundnut,117.41,36.87,82.96,5.83,10.91,0.44,0.2,18.54,93.38,71.48,Good,Potassium,Moderately Fertile
Loamy,Maize,107.28,51.51,118.93,6.36,38.2,0.42,0.61,30.97,72.14,78.04,Good,None,Fertile
Black,Wheat,10.5,80.97,182.53,7.78,41.07,1.09,1.5,34.06,84.54,75.68,Good,Nitrogen,Moderately Fertile
Black,Wheat,95.28,86.4,55.06,7.83,41.15,1.03,1.01,25.61,68.3,77.58,Good,Potassium,Moderately Fertile
Sandy,Tomato,13.68,65.98,212.54,7.05,12.07,0.26,0.06,34.87,70.43,66.03,Good,Nitrogen,Moderately Fertile
Clayey,Rice,119.83,69.9,82.68,7.1,71.6,0.75,1.13,20.88,56.72,79.02,Good,Potassium,Moderately Fertile
Loamy,Maize,105.02,32.53,132.92,6.94,35.69,1.16,0.47,25.31,49.49,88.63,Excellent,None,Fertile
Loamy,Wheat,134.71,16.96,59.47,7.06,28.28,0.5,1.01,19.04,69.27,65.31,Good,"Phosphorus, Potassium",Infertile
Loamy,Wheat,134.0,9.64,42.74,6.01,36.75,0.69,1.46,35.79,65.89,63.9,Good,"Phosphorus, Potassium",Infertile
Alluvial,Jute,92.53,79.64,58.8,6.27,41.82,0.83,0.34,37.97,88.18,79.08,Good,Potassium,Moderately Fertile
Silty,Jute,80.26,32.04,141.02,6.93,33.68,0.47,1.43,19.83,88.91,77.73,Good,None,Fertile
Alluvial,Sugarcane,124.18,18.77,167.12,6.11,45.4,1.02,0.31,28.69,51.16,82.47,Excellent,Phosphorus,Moderately Fertile
Clayey,Sugarcane,126.36,28.01,221.76,6.57,69.34,0.68,1.38,30.23,88.11,82.19,Excellent,None,Fertile
Loamy,Tomato,126.35,9.91,181.1,7.22,46.11,0.44,0.79,37.88,49.98,69.2,Good,Phosphorus,Moderately Fertile
Alluvial,Sugarcane,68.7,46.93,57.2,6.79,26.49,0.64,0.97,28.85,45.33,74.58,Good,Potassium,Moderately Fertile
Silty,Jute,134.34,83.75,211.25,6.96,35.02,0.68,1.16,33.41,74.37,84.53,Excellent,None,Fertile
Alluvial,Cotton,91.35,87.06,83.52,6.21,39.37,0.98,0.67,30.98,94.04,83.47,Excellent,Potassium,Moderately Fertile
Sandy,Potato,5.9,24.51,14.7,5.97,8.57,0.25,0.39,23.87,74.82,46.48,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Black,Wheat,132.15,53.22,117.11,7.7,40.15,0.91,1.39,24.98,47.23,81.74,Excellent,None,Fertile
Clayey,Sugarcane,136.76,62.25,225.72,6.94,50.18,0.69,1.09,24.51,47.95,84.8,Excellent,None,Fertile
Sandy,Potato,109.17,25.56,259.5,6.7,22.15,0.5,0.17,21.99,80.53,78.02,Good,None,Fertile
Silty,Tomato,118.43,78.38,215.96,7.03,26.36,0.72,0.18,36.33,81.16,84.85,Excellent,None,Fertile
Loamy,Groundnut,3.86,41.48,186.01,6.77,27.88,0.87,1.43,33.26,73.38,75.96,Good,Nitrogen,Moderately Fertile
Loamy,Maize,87.59,49.22,131.39,7.33,26.12,1.04,0.95,32.45,81.37,87.03,Excellent,None,Fertile
Loamy,Soybean,68.21,9.26,47.9,6.15,45.86,0.44,0.15,24.12,45.49,58.8,Moderate,"Phosphorus, Potassium",Infertile
Silty,Jute,78.4,33.75,28.95,6.9,26.79,0.48,0.88,24.11,91.39,68.39,Good,Potassium,Moderately Fertile
Sandy,Groundnut,14.39,43.89,112.27,6.48,14.75,0.13,0.13,34.3,46.06,62.28,Good,Nitrogen,Moderately Fertile
Loamy,Tomato,127.51,15.08,180.8,7.24,40.24,0.94,0.2,29.88,40.69,79.16,Good,Phosphorus,Moderately Fertile
Black,Sugarcane,12.47,52.72,164.55,7.98,63.89,1.82,1.63,29.25,94.8,81.06,Excellent,Nitrogen,Moderately Fertile
Alluvial,Jute,133.02,76.22,126.57,6.18,49.77,0.72,1.04,24.97,63.77,82.82,Excellent,None,Fertile
Loamy,Maize,101.25,13.01,70.26,6.66,31.7,1.19,0.12,23.16,79.61,78.45,Good,"Phosphorus, Potassium",Infertile
Loamy,Potato,129.13,62.83,85.28,7.4,26.97,1.18,1.41,18.99,45.46,84.91,Excellent,Potassium,Moderately Fertile
Silty,Jute,74.86,84.81,186.36,6.79,42.38,0.54,1.41,27.67,71.91,82.19,Excellent,None,Fertile
Alluvial,Jute,12.35,64.44,136.0,6.56,39.17,0.95,1.3,31.55,68.69,78.11,Good,Nitrogen,Moderately Fertile
Clayey,Wheat,13.15,3.1,239.5,7.95,58.84,1.29,2.48,21.39,50.9,60.43,Good,"Nitrogen, Phosphorus",Infertile
Silty,Jute,73.94,20.71,10.54,6.25,47.0,0.73,0.86,29.81,55.62,65.58,Good,"Phosphorus, Potassium",Infertile
Loamy,Potato,97.13,78.78,31.3,6.66,32.95,0.74,0.75,18.35,49.51,76.48,Good,Potassium,Moderately Fertile
Alluvial,Maize,131.48,9.42,161.92,6.65,34.06,1.02,0.58,25.32,93.01,81.56,Excellent,Phosphorus,Moderately Fertile
Sandy,Potato,34.64,87.56,235.14,6.41,15.83,0.39,0.3,31.97,50.74,72.99,Good,Nitrogen,Moderately Fertile
Loamy,Tomato,137.78,7.67,37.15,7.1,42.88,1.18,0.75,18.4,68.58,71.36,Good,"Phosphorus, Potassium",Infertile
Loamy,Potato,70.91,79.16,226.83,6.37,41.21,0.6,0.36,35.05,80.42,82.34,Excellent,None,Fertile
Silty,Tomato,76.45,14.28,155.93,6.76,28.41,0.81,0.37,21.64,48.86,78.54,Good,Phosphorus,Moderately Fertile
Alluvial,Rice,101.23,49.72,36.08,6.85,40.68,1.11,0.99,19.01,88.68,82.12,Excellent,Potassium,Moderately Fertile
Sandy,Tomato,8.7,51.17,99.31,6.57,19.42,0.27,0.29,29.21,80.59,62.96,Good,"Nitrogen, Potassium",Infertile
Loamy,Tomato,67.33,12.46,171.65,6.56,29.56,0.49,0.86,29.97,47.8,71.68,Good,Phosphorus,Moderately Fertile
Loamy,Maize,105.77,78.05,87.99,6.67,45.18,0.57,0.32,27.59,75.61,78.64,Good,Potassium,Moderately Fertile
Sandy,Potato,22.77,26.19,11.3,6.37,14.5,0.31,0.13,18.06,71.36,52.55,Moderate,"Nitrogen, Potassium",Infertile
Black,Sugarcane,12.57,37.21,197.01,8.27,38.8,0.8,0.65,28.14,89.76,67.82,Good,Nitrogen,Moderately Fertile
Loamy,Potato,118.54,61.01,231.08,6.86,42.89,0.95,0.49,31.76,55.09,89.53,Excellent,None,Fertile
Silty,Jute,104.27,70.01,256.6,6.52,41.56,0.69,1.42,26.76,59.83,86.1,Excellent,None,Fertile
Alluvial,Maize,9.63,3.2,255.11,6.15,28.15,0.85,1.36,28.29,41.37,62.92,Good,"Nitrogen, Phosphorus",Infertile
Silty,Rice,114.9,74.48,277.44,7.25,46.07,0.48,0.38,35.29,68.63,79.75,Good,None,Fertile
Alluvial,Rice,94.82,78.91,51.62,6.05,44.27,0.47,1.19,28.35,48.77,71.34,Good,Potassium,Moderately Fertile
Sandy,Potato,39.44,72.57,86.74,6.34,19.73,0.17,0.16,20.57,66.54,64.15,Good,"Nitrogen, Potassium",Infertile
Sandy,Groundnut,111.17,13.61,50.84,6.05,6.27,0.49,0.05,19.53,71.98,62.81,Good,"Phosphorus, Potassium",Infertile
Black,Cotton,139.98,23.15,198.66,7.33,35.56,0.83,1.64,36.98,59.93,78.73,Good,Phosphorus,Moderately Fertile
Alluvial,Maize,79.46,43.82,277.51,7.5,45.52,0.61,0.5,25.39,60.14,80.58,Excellent,None,Fertile
Loamy,Potato,108.89,33.2,28.58,6.37,26.08,0.7,0.58,28.09,51.95,72.46,Good,Potassium,Moderately Fertile
Black,Wheat,115.97,13.68,24.8,7.84,53.46,1.98,0.5,37.59,44.87,73.9,Good,"Phosphorus, Potassium",Infertile
Alluvial,Rice,91.3,25.7,120.32,6.73,38.05,0.42,1.12,21.64,80.45,73.95,Good,None,Fertile
Loamy,Groundnut,9.36,53.25,249.27,7.23,35.59,0.94,0.68,34.58,69.25,75.74,Good,Nitrogen,Moderately Fertile
Sandy,Groundnut,88.12,13.24,191.95,6.74,13.86,0.45,0.24,30.68,43.93,72.88,Good,Phosphorus,Moderately Fertile
Sandy,Groundnut,39.81,74.45,194.28,6.6,12.75,0.37,0.3,34.68,75.02,74.47,Good,Nitrogen,Moderately Fertile
Sandy,Tomato,6.27,10.65,22.32,6.31,18.85,0.34,0.26,31.67,54.38,45.8,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Sandy,Potato,49.59,59.63,78.06,5.54,20.68,0.22,0.24,22.31,54.44,61.9,Good,"Nitrogen, Potassium",Infertile
Silty,Jute,51.76,26.85,45.46,6.88,26.09,0.73,0.93,29.38,75.5,67.38,Good,Potassium,Moderately Fertile
Sandy,Tomato,2.56,33.96,235.76,6.91,8.89,0.32,0.32,32.84,78.75,63.86,Good,Nitrogen,Moderately Fertile
Black,Sugarcane,114.08,64.03,266.68,8.08,59.94,1.45,0.83,25.34,42.18,91.77,Excellent,None,Fertile
Loamy,Soybean,56.28,62.42,199.28,7.19,32.75,1.06,0.56,27.83,77.79,85.76,Excellent,None,Fertile
Silty,Jute,82.28,33.82,126.63,6.08,38.21,0.61,1.48,36.35,60.24,78.43,Good,None,Fertile
Alluvial,Maize,76.07,24.92,114.0,6.39,32.78,0.76,0.69,30.49,61.26,77.74,Good,Phosphorus,Moderately Fertile
Black,Sugarcane,66.38,40.11,21.97,7.48,39.92,1.27,1.42,30.47,92.67,78.12,Good,Potassium,Moderately Fertile
Black,Cotton,135.3,19.25,83.28,8.31,39.02,0.95,0.47,19.8,88.26,69.44,Good,"Phosphorus, Potassium",Infertile
Black,Sugarcane,80.1,40.2,207.21,8.24,50.13,1.94,0.54,36.59,79.39,91.8,Excellent,None,Fertile
Loamy,Potato,123.53,36.98,27.24,7.14,44.61,0.83,0.85,34.28,52.88,74.21,Good,Potassium,Moderately Fertile
Alluvial,Jute,125.91,80.02,222.22,7.29,25.89,1.06,0.81,34.86,49.68,89.22,Excellent,None,Fertile
Loamy,Groundnut,62.54,6.53,100.79,7.31,29.56,1.1,1.09,18.19,55.65,71.34,Good,Phosphorus,Moderately Fertile
Black,Soybean,137.18,83.13,167.84,7.83,56.12,1.68,1.57,26.9,40.17,93.43,Excellent,None,Fertile
Loamy,Maize,63.44,6.01,226.55,6.49,49.82,1.08,1.44,22.23,82.06,78.36,Good,Phosphorus,Moderately Fertile
